"Time","GET /login 20ms","GET /signup 20ms","POST /logout 20ms","GET / 30ms","GET /home 30ms","POST /deposit 300ms","POST /payment 300ms","POST /login 2000ms","POST /signup 3000ms"
2023-07-18 08:05:40,100%,100%,100%,88.9%,100%,100%,100%,100%,100%
2023-07-18 08:05:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:06:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:06:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:06:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:06:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:06:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:06:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:07:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:07:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:07:20,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:07:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:07:40,100%,100%,100%,100%,100%,100%,100%,87.5%,100%
2023-07-18 08:07:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:08:00,100%,100%,100%,100%,100%,100%,100%,83.3%,100%
2023-07-18 08:08:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:08:20,100%,,,100%,100%,100%,100%,92.9%,
2023-07-18 08:08:30,100%,,,100%,96.8%,100%,100%,100%,
2023-07-18 08:08:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:08:50,100%,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:09:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:09:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:09:20,100%,100%,,100%,100%,100%,100%,50%,
2023-07-18 08:09:30,100%,100%,,100%,100%,100%,100%,66.7%,100%
2023-07-18 08:09:40,100%,,,100%,97.4%,100%,100%,100%,
2023-07-18 08:09:50,100%,100%,100%,100%,100%,100%,100%,75.0%,100%
2023-07-18 08:10:00,100%,100%,100%,100%,100%,100%,100%,83.3%,
2023-07-18 08:10:10,100%,100%,100%,100%,100%,100%,100%,85.7%,100%
2023-07-18 08:10:20,100%,100%,100%,100%,100%,100%,100%,85.7%,100%
2023-07-18 08:10:30,100%,100%,100%,100%,100%,100%,,87.5%,0%
2023-07-18 08:10:40,100%,100%,100%,100%,96.2%,100%,,100%,100%
2023-07-18 08:10:50,100%,100%,,100%,95.5%,100%,,100%,100%
2023-07-18 08:11:00,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:11:10,,,,100%,100%,100%,100%,100%,
2023-07-18 08:11:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:11:30,,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:11:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:11:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:12:00,100%,100%,,100%,100%,100%,,100%,100%
2023-07-18 08:12:10,100%,,,100%,100%,100%,100%,100%,
2023-07-18 08:12:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:12:30,100%,100%,100%,100%,96.7%,100%,100%,100%,100%
2023-07-18 08:12:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:12:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:13:00,100%,100%,100%,100%,96.0%,100%,100%,100%,
2023-07-18 08:13:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:13:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:13:30,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:13:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:13:50,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:14:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:14:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:14:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:14:30,100%,,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:14:40,100%,100%,100%,100%,96.3%,100%,100%,71.4%,100%
2023-07-18 08:14:50,100%,,,100%,100%,100%,100%,100%,
2023-07-18 08:15:00,100%,100%,100%,100%,96.2%,100%,100%,75.0%,
2023-07-18 08:15:10,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:15:20,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:15:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:15:40,100%,100%,100%,100%,100%,100%,,100%,
2023-07-18 08:15:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:16:00,100%,100%,100%,100%,100%,100%,100%,60.0%,100%
2023-07-18 08:16:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:16:20,100%,100%,100%,100%,95.7%,100%,100%,100%,100%
2023-07-18 08:16:30,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:16:40,100%,100%,,100%,100%,100%,100%,87.5%,
2023-07-18 08:16:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:17:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:17:10,,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:17:20,,,,100%,100%,100%,100%,100%,
2023-07-18 08:17:30,,,,100%,100%,100%,100%,100%,
2023-07-18 08:17:40,100%,,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:17:50,,,,100%,100%,100%,100%,100%,
2023-07-18 08:18:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:18:10,100%,100%,100%,80%,100%,100%,100%,100%,
2023-07-18 08:18:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:18:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:18:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:18:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:19:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:19:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:19:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:19:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:19:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:19:50,100%,100%,,100%,96.7%,100%,100%,100%,100%
2023-07-18 08:20:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:20:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:20:20,100%,100%,100%,100%,96.6%,100%,100%,71.4%,100%
2023-07-18 08:20:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:20:40,100%,100%,,100%,96.2%,100%,,100%,50%
2023-07-18 08:20:50,100%,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:21:00,100%,,100%,100%,100%,100%,100%,87.5%,100%
2023-07-18 08:21:10,100%,,100%,100%,100%,100%,100%,70%,
2023-07-18 08:21:20,100%,100%,,100%,100%,100%,100%,80%,
2023-07-18 08:21:30,100%,100%,100%,100%,100%,100%,100%,75.0%,100%
2023-07-18 08:21:40,100%,,,100%,95.7%,100%,66.7%,60.0%,0%
2023-07-18 08:21:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:22:00,100%,100%,,100%,100%,100%,100%,80%,100%
2023-07-18 08:22:10,100%,,,100%,96.8%,100%,100%,80%,
2023-07-18 08:22:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:22:30,100%,100%,,100%,100%,100%,100%,87.5%,100%
2023-07-18 08:22:40,100%,100%,,90.0%,96.7%,100%,100%,85.7%,100%
2023-07-18 08:22:50,100%,100%,100%,100%,100%,100%,100%,81.8%,
2023-07-18 08:23:00,100%,,,100%,100%,100%,100%,71.4%,0%
2023-07-18 08:23:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:23:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:23:30,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:23:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:23:50,,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:24:00,100%,100%,100%,100%,96.0%,100%,100%,100%,
2023-07-18 08:24:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:24:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:24:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:24:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:24:50,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:25:00,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:25:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:25:20,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:25:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:25:40,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:25:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:26:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:26:10,100%,,,100%,100%,100%,100%,100%,
2023-07-18 08:26:20,100%,100%,100%,100%,100%,100%,100%,70%,
2023-07-18 08:26:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:26:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:26:50,100%,100%,,100%,100%,100%,100%,71.4%,100%
2023-07-18 08:27:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:27:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:27:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:27:30,100%,100%,,100%,100%,100%,100%,87.5%,100%
2023-07-18 08:27:40,100%,,,100%,100%,100%,100%,100%,
2023-07-18 08:27:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:28:00,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:28:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:28:20,100%,100%,100%,100%,100%,100%,100%,85.7%,0%
2023-07-18 08:28:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:28:40,100%,100%,,100%,95.0%,100%,,75.0%,100%
2023-07-18 08:28:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:29:00,100%,100%,100%,100%,100%,100%,100%,77.8%,
2023-07-18 08:29:10,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:29:20,100%,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:29:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:29:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:29:50,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:30:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:30:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:30:20,100%,100%,100%,100%,100%,100%,100%,,100%
2023-07-18 08:30:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:30:40,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:30:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:31:00,100%,,,100%,100%,100%,100%,88.9%,100%
2023-07-18 08:31:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:31:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:31:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:31:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:31:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:32:00,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:32:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:32:20,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:32:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:32:40,100%,100%,100%,100%,100%,100%,100%,87.5%,75.0%
2023-07-18 08:32:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:33:00,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:33:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:33:20,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:33:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:33:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:33:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:34:00,100%,100%,100%,100%,100%,100%,100%,80%,
2023-07-18 08:34:10,100%,100%,100%,100%,100%,100%,100%,60.0%,100%
2023-07-18 08:34:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:34:30,100%,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:34:40,100%,100%,100%,100%,100%,100%,100%,63.6%,100%
2023-07-18 08:34:50,100%,100%,,100%,95.5%,100%,100%,100%,
2023-07-18 08:35:00,100%,100%,100%,100%,100%,100%,100%,85.7%,100%
2023-07-18 08:35:10,100%,100%,,100%,100%,100%,100%,83.3%,0%
2023-07-18 08:35:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:35:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:35:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:35:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:36:00,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:36:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:36:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:36:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:36:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:36:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:37:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:37:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:37:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:37:30,100%,100%,100%,100%,100%,100%,100%,90.0%,100%
2023-07-18 08:37:40,100%,,,100%,97.1%,100%,100%,100%,
2023-07-18 08:37:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:38:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:38:10,100%,100%,100%,100%,96.6%,100%,100%,100%,100%
2023-07-18 08:38:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:38:30,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:38:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:38:50,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:39:00,100%,100%,,100%,100%,100%,100%,60.0%,
2023-07-18 08:39:10,100%,100%,100%,100%,100%,100%,100%,75.0%,
2023-07-18 08:39:20,100%,100%,100%,100%,100%,100%,100%,80%,100%
2023-07-18 08:39:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:39:40,100%,100%,,100%,91.3%,100%,100%,80%,
2023-07-18 08:39:50,100%,100%,100%,100%,100%,100%,100%,75.0%,
2023-07-18 08:40:00,100%,100%,100%,100%,100%,100%,100%,60.0%,100%
2023-07-18 08:40:10,100%,100%,100%,100%,96%,100%,100%,90.0%,100%
2023-07-18 08:40:20,100%,100%,100%,100%,100%,100%,100%,66.7%,100%
2023-07-18 08:40:30,100%,,,100%,97.1%,100%,100%,100%,
2023-07-18 08:40:40,100%,,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:40:50,100%,,,100%,100%,100%,100%,88.9%,
2023-07-18 08:41:00,100%,,,100%,100%,100%,100%,90%,
2023-07-18 08:41:10,100%,100%,100%,100%,100%,100%,100%,87.5%,100%
2023-07-18 08:41:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:41:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:41:40,100%,,100%,100%,100%,100%,100%,88.9%,100%
2023-07-18 08:41:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:42:00,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:42:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:42:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:42:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:42:40,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:42:50,100%,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:43:00,100%,,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:43:10,100%,,,100%,97.0%,100%,100%,100%,
2023-07-18 08:43:20,100%,,,100%,100%,100%,100%,100%,
2023-07-18 08:43:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:43:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:43:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:44:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:44:10,100%,100%,100%,100%,100%,,100%,100%,100%
2023-07-18 08:44:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:44:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:44:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:44:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:45:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:45:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:45:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:45:30,100%,100%,,100%,100%,100%,100%,85.7%,100%
2023-07-18 08:45:40,100%,100%,100%,100%,100%,100%,100%,83.3%,
2023-07-18 08:45:50,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:46:00,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:46:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:46:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:46:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:46:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:46:50,100%,100%,100%,100%,100%,100%,100%,83.3%,100%
2023-07-18 08:47:00,100%,100%,,100%,100%,100%,100%,66.7%,100%
2023-07-18 08:47:10,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:47:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:47:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:47:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:47:50,100%,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:48:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:48:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:48:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:48:30,,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:48:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:48:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:49:00,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:49:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:49:20,,,,100%,100%,100%,100%,100%,
2023-07-18 08:49:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:49:40,100%,100%,,100%,100%,100%,100%,100%,
2023-07-18 08:49:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:50:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:50:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:50:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:50:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:50:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:50:50,100%,100%,100%,,100%,100%,100%,100%,100%
2023-07-18 08:51:00,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:51:10,100%,,,100%,100%,100%,100%,100%,100%
2023-07-18 08:51:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:51:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-18 08:51:40,100%,,,100%,100%,100%,100%,100%,
2023-07-18 08:51:50,100%,,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:52:00,100%,,,100%,100%,100%,100%,77.8%,
2023-07-18 08:52:10,100%,,,100%,100%,100%,100%,100%,
2023-07-18 08:52:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:52:30,100%,100%,,100%,100%,100%,100%,83.3%,100%
2023-07-18 08:52:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:52:50,100%,,100%,100%,100%,100%,100%,90%,50%
2023-07-18 08:53:00,100%,,,100%,96.9%,100%,100%,100%,
2023-07-18 08:53:10,100%,100%,100%,100%,100%,100%,100%,88.9%,
2023-07-18 08:53:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:53:30,100%,100%,,100%,100%,100%,100%,66.7%,100%
2023-07-18 08:53:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-18 08:53:50,100%,100%,100%,90.9%,95.7%,100%,100%,100%,100%
2023-07-18 08:54:00,100%,100%,,100%,100%,100%,100%,80%,100%
2023-07-18 08:54:10,100%,,,100%,100%,100%,100%,100%,
2023-07-18 08:54:20,100%,,100%,100%,100%,100%,100%,100%,
2023-07-18 08:54:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:54:40,100%,100%,,100%,100%,100%,100%,90%,100%
2023-07-18 08:54:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-18 08:55:00,100%,100%,100%,100%,93.9%,100%,100%,77.8%,100%
2023-07-18 08:55:10,100%,,100%,100%,100%,100%,100%,100%,
2023-07-18 08:55:20,100%,,,100%,100%,100%,100%,100%,100%

